name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg,r_str_x,r_td_x,r_sub_att,event_name,winner,Method,gender
Rich Franklin,29.0,7.0,185.42,83.91,193.04,Southpaw,49.0,4.1,0.44,2.07,0.62,1.31,0.66,0.63,0.7,12.0,0.0,0.0,"UFC Macao: Franklin vs Le, UFC 99: The Comeback, UFC 88: Breakthrough, UFC 83: Serra vs St-Pierre 2, UFC 72: Victory, UFC 68: The Uprising, UFC 58: USA vs Canada, UFC 56: Full Force, UFC 53: Heavy Hitters, The Ultimate Fighter: Team Couture vs. Team Liddell Finale, UFC 50: The War Of '04, UFC 44: Undisputed, UFC 42: Sudden Impact","Blue, Red","U-DEC, KO/TKO Punch, KO/TKO Kick, KO/TKO Punches, KO/TKO, SUB Armbar, KO/TKO Knees",Men
Richard Crunkilton,19.0,4.0,170.18,70.31,,Orthodox,44.0,1.72,0.41,1.45,0.58,4.08,0.61,0.65,1.3,,,,,,,
Richard Walsh,9.0,5.0,182.88,77.11,185.42,Orthodox,35.0,3.84,0.46,2.72,0.58,1.55,0.4,0.66,0.2,33.0,2.0,1.0,"UFC Fight Night: Whittaker vs. Brunson, UFC Fight Night: Hunt vs Mir, UFC 193: Rousey vs Holm, UFC Fight Night: Bisping vs Kennedy","Blue, Red",U-DEC,Men
Richardson Moreira,7.0,4.0,187.96,83.91,,Orthodox,39.0,1.17,0.28,1.83,0.67,0.0,0.0,1.0,0.0,31.0,0.0,0.0,UFC 183: Silva vs Diaz,Blue,,Men
Richie Hightower,8.0,4.0,172.72,77.11,,Orthodox,49.0,4.62,0.35,6.92,0.21,3.46,1.0,1.0,0.0,,,,,,,
Richie Smullen,3.0,1.0,175.26,70.31,172.72,Orthodox,32.0,1.98,0.77,2.26,0.65,8.49,0.66,0.0,0.0,,,,,,,
Richie Vaculik,10.0,4.0,167.64,56.7,175.26,Orthodox,40.0,3.69,0.46,4.09,0.57,3.0,0.45,0.31,1.0,82.0,3.0,0.0,"UFC 193: Rousey vs Holm, UFC Fight Night: Rockhold vs Bisping, UFC Fight Night: Te Huna vs Marquardt, UFC Fight Night: Hunt vs Bigfoot","Blue, Red",U-DEC,Men
Rick Davis,3.0,1.0,175.26,70.31,,Orthodox,,3.09,0.5,6.19,0.64,0.0,0.0,0.0,0.0,,,,,,,
Rick Story,19.0,9.0,175.26,77.11,180.34,Southpaw,39.0,3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9,19.0,1.0,0.0,"UFC 202: Diaz vs. McGregor 2, UFC Fight Night: Cowboy vs Miller, UFC 158: St-Pierre vs Diaz, UFC on FX: Maynard vs Guida, UFC 139: Shogun vs Henderson, UFC Fight Night: Maynard vs Diaz, UFC 103: Franklin vs Belfort","Blue, Red","U-DEC, KO/TKO Punch, KO/TKO Punches, S-DEC, SUB Arm Triangle",Men
Ricky Glenn,22.0,8.0,182.88,70.31,177.8,Southpaw,34.0,3.94,0.43,4.1,0.51,0.55,0.13,0.68,0.4,2.0,0.0,0.0,"UFC Fight Night: Pavlovich vs. Blaydes, The Ultimate Fighter: Heavy Hitters Finale, UFC 208: Holm vs. De Randamie","Blue, Red","KO/TKO Punches, U-DEC, S-DEC",Men
Ricky Rainey,12.0,6.0,185.42,77.11,195.58,Switch,40.0,2.55,0.48,2.62,0.46,0.95,0.18,0.55,0.0,,,,,,,
Ricky Simon,20.0,5.0,167.64,61.23,175.26,Orthodox,31.0,3.01,0.43,3.61,0.61,5.49,0.46,0.76,0.4,52.0,2.0,0.0,"UFC Fight Night: Ankalaev vs. Walker 2, UFC Fight Night: Ortega vs. Rodriguez, UFC 258: Usman vs. Burns, UFC Fight Night: Chiesa vs. Magny, UFC Fight Night: Smith vs. Teixeira, UFC 227: Dillashaw vs. Garbrandt 2","Blue, Red","SUB Arm Triangle, U-DEC",Men
Ricky Turcios,13.0,3.0,175.26,61.23,180.34,Orthodox,30.0,5.08,0.37,3.7,0.55,1.0,0.25,0.45,0.2,170.0,2.0,1.0,"UFC Fight Night: Nzechukwu vs. Cutelaba, UFC Fight Night: Barboza vs. Chikadze",Red,S-DEC,Men
Riki Fukuda,24.0,9.0,182.88,83.91,185.42,Southpaw,43.0,4.24,0.43,3.71,0.64,2.17,0.43,0.7,0.0,75.0,1.0,0.0,"UFC on FUEL TV: Silva vs. Stann, UFC Macao: Franklin vs Le, UFC 144: Edgar vs Henderson","Blue, Red",U-DEC,Men
Rin Nakai,19.0,2.0,154.94,61.23,,Orthodox,37.0,1.57,0.33,3.9,0.6,3.0,0.18,0.75,0.5,,,,,,,
Rinat Fakhretdinov,21.0,1.0,182.88,77.11,187.96,Orthodox,32.0,4.05,0.56,2.16,0.52,4.25,0.46,1.0,0.3,106.0,5.0,0.0,UFC Fight Night: Volkov vs. Rozenstruik,Red,M-DEC,Men
Rinya Nakamura,9.0,0.0,170.18,61.23,172.72,Southpaw,29.0,3.53,0.54,1.38,0.67,3.72,0.9,1.0,1.6,73.0,3.0,0.0,"UFC 298: Volkanovski vs. Topuria, UFC Fight Night: Holloway vs. The Korean Zombie",Red,U-DEC,Men
Roan Carneiro,21.0,11.0,180.34,77.11,193.04,Orthodox,45.0,1.46,0.46,1.82,0.62,3.05,0.42,0.83,1.4,43.0,2.0,0.0,"UFC Fight Night: Poirier vs. Johnson, UFC 79: Nemesis, UFC Fight Night: Stevenson vs Guillard",Red,"S-DEC, SUB Rear Naked Choke, KO/TKO Punches",Men
Rob Broughton,16.0,7.0,187.96,120.2,187.96,Orthodox,41.0,2.83,0.6,2.54,0.51,0.0,0.0,0.26,3.2,102.0,0.0,2.0,"UFC 138: Leben vs Munoz, UFC 120: Bisping vs Akiyama","Blue, Red",SUB Rear Naked Choke,Men
Rob Emerson,18.0,12.0,175.26,70.31,177.8,Orthodox,42.0,2.5,0.3,2.83,0.64,2.02,0.52,0.65,0.4,45.0,0.0,1.0,"UFC Fight Night: Florian vs Gomi, UFC 109: Relentless, UFC 87: Seek And Destroy, UFC 81: Breaking Point","Blue, Red","U-DEC, KO/TKO Punch, S-DEC",Men
Rob Font,20.0,8.0,172.72,61.23,180.34,Orthodox,36.0,5.53,0.45,3.65,0.56,0.89,0.35,0.46,0.3,48.0,0.0,0.0,"UFC Fight Night: Dariush vs. Tsarukyan, UFC 287: Pereira vs. Adesanya 2, UFC Fight Night: Font vs. Vera, UFC Fight Night: Font vs. Aldo, UFC Fight Night: Font vs. Garbrandt, UFC Fight Night: Overeem vs. Rozenstruik, UFC Fight Night: Lee vs. Iaquinta, UFC 213: Romero vs. Whittaker, The Ultimate Fighter: Tournament of Champions Finale, UFC Fight Night: Dillashaw vs Cruz","Blue, Red","KO/TKO Punch, U-DEC, KO/TKO Kick, SUB Guillotine Choke",Men
Rob Kimmons,25.0,9.0,177.8,83.91,185.42,Orthodox,43.0,1.86,0.48,4.79,0.38,2.08,0.46,0.25,2.4,19.0,1.0,0.0,"UFC Live: Sanchez vs Kampmann, UFC Live: Jones vs Matyushenko, UFC Fight Night: Condit vs Kampmann, The Ultimate Fighter: Team Rampage vs Team Forrest Finale","Blue, Red","U-DEC, SUB Guillotine Choke",Men
Rob MacDonald,5.0,4.0,190.5,92.99,198.12,Orthodox,45.0,1.8,0.5,2.04,0.46,7.19,0.8,0.8,5.4,14.0,4.0,3.0,UFC Fight Night 5,Red,SUB Armbar,Men
Rob Wilkinson,11.0,2.0,190.5,83.91,203.2,Orthodox,32.0,2.74,0.5,5.66,0.39,4.47,0.25,0.0,0.0,33.0,3.0,0.0,UFC 221: Romero vs. Rockhold,Blue,,Men
Rob Yundt,9.0,5.0,185.42,83.91,,Orthodox,43.0,1.37,0.41,2.55,0.31,2.94,1.0,0.0,0.0,,,,,,,
Robbie Lawler,30.0,16.0,180.34,77.11,187.96,Southpaw,42.0,3.85,0.47,4.67,0.59,0.65,0.64,0.65,0.0,8.0,0.0,0.0,"UFC 290: Volkanovski vs. Rodriguez, UFC 276: Adesanya vs. Cannonier, UFC Fight Night: Smith vs. Rakic, UFC 235: Jones vs. Smith, UFC Fight Night: Lawler vs. Dos Anjos, UFC 214: Cormier vs. Jones 2, UFC 201: Lawler vs. Woodley, UFC 195: Lawler vs Condit, UFC 189: Mendes vs McGregor, UFC on FOX: Lawler vs Brown, UFC 173: Barao vs Dillashaw, UFC on FOX: Johnson vs Moraga, UFC 45: Revolution, UFC 40: Vendetta, UFC 37.5: As Real As It Gets, UFC 37: High Impact","Red, Blue","KO/TKO Punches, KO/TKO Punch, U-DEC, S-DEC, KO/TKO Knee",Men
Robelis Despaigne,5.0,0.0,200.66,120.2,213.36,Orthodox,35.0,23.33,0.77,6.67,0.6,0.0,0.0,0.0,0.0,7.0,0.0,0.0,UFC 299: O'Malley vs. Vera 2,Red,,Men
Robert Bryczek,17.0,6.0,182.88,83.91,190.5,Orthodox,33.0,2.13,0.24,4.47,0.6,0.0,0.0,1.0,0.0,41.0,0.0,0.0,UFC Fight Night: Hermansson vs. Pyfer,Blue,,Men
Robert McDaniel,28.0,10.0,190.5,83.91,190.5,Southpaw,40.0,1.64,0.44,1.98,0.56,0.93,0.5,0.5,1.4,4.0,1.0,0.0,"UFC 171: Hendricks vs Lawler, The Ultimate Fighter: Team Jones vs. Team Sonnen Finale","Blue, Red",SUB Triangle Choke,Men
Robert Peralta,18.0,8.0,172.72,65.77,180.34,Orthodox,38.0,3.76,0.44,2.97,0.53,0.59,0.66,0.65,0.0,53.0,2.0,0.0,"UFC 168: Weidman vs Silva 2, UFC Fight Night: Shields vs Ellenberger",Red,"S-DEC, KO/TKO Punches, KO/TKO Punch",Men
Robert Sanchez,8.0,2.0,167.64,56.7,167.64,Orthodox,38.0,0.96,0.4,1.78,0.46,3.61,0.62,0.5,0.7,121.0,1.0,0.0,"UFC 228: Woodley vs. Till, UFC Fight Night: Cerrone vs. Medeiros","Blue, Red",SUB Rear Naked Choke,Men
Robert Whiteford,14.0,4.0,175.26,65.77,175.26,Southpaw,40.0,2.33,0.46,1.99,0.62,1.9,0.3,0.45,0.0,90.0,1.0,0.0,"UFC Fight Night: Rothwell vs Dos Santos, UFC Fight Night: Bisping vs Leites","Blue, Red","KO/TKO Punch, U-DEC",Men
Robert Whittaker,26.0,7.0,182.88,83.91,185.42,Orthodox,33.0,4.57,0.42,3.45,0.59,0.81,0.38,0.82,0.0,95.0,0.0,0.0,"UFC 298: Volkanovski vs. Topuria, UFC 290: Volkanovski vs. Rodriguez, UFC Fight Night: Gane vs. Tuivasa, UFC Fight Night: Whittaker vs. Gastelum, UFC 254: Khabib vs. Gaethje, UFC Fight Night: Whittaker vs. Till, UFC 243: Whittaker vs. Adesanya, UFC 225: Whittaker vs. Romero 2, UFC Fight Night: Whittaker vs. Brunson, UFC 197: Jones vs Saint Preux, UFC Fight Night: Rockhold vs Bisping, UFC Fight Night: Te Huna vs Marquardt, UFC 170: Rousey vs McMann, UFC on FX: Sotiropoulos vs Pearson","Red, Blue","U-DEC, S-DEC, KO/TKO Kick, KO/TKO Punch",Men
Roberto Traven,6.0,4.0,190.5,102.97,,Orthodox,55.0,0.92,0.5,2.77,0.57,0.0,0.0,0.0,0.0,8.0,1.0,2.0,UFC 11: The Proving Ground,Red,,Men
Rocky Lee,3.0,2.0,175.26,65.77,,Orthodox,36.0,2.47,0.51,5.33,0.44,1.0,0.1,0.33,0.0,,,,,,,
Rodney Wallace,26.0,15.0,175.26,92.99,182.88,Switch,42.0,1.13,0.46,3.44,0.45,6.0,0.54,0.28,1.0,5.0,0.0,0.0,"UFC 117: Silva vs Sonnen, UFC 111: St-Pierre vs Hardy",Blue,,Men
Rodolfo Bellato,12.0,2.0,190.5,92.99,195.58,Orthodox,28.0,6.47,0.61,5.9,0.44,1.09,0.25,1.0,0.5,99.0,1.0,0.0,UFC Fight Night: Dariush vs. Tsarukyan,Red,KO/TKO Punches,Men
Rodolfo Rubio Perez,10.0,16.0,165.1,65.77,,Orthodox,37.0,1.13,0.36,1.0,0.62,2.0,0.33,0.33,0.0,,,,,,,
Rodolfo Vieira,10.0,2.0,182.88,83.91,185.42,Orthodox,34.0,3.19,0.54,4.6,0.49,4.18,0.3,1.0,1.6,14.0,3.0,1.0,"UFC Fight Night: Hermansson vs. Pyfer, UFC Fight Night: Song vs. Simon, UFC Fight Night: Makhachev vs. Moises, UFC 258: Usman vs. Burns, UFC 248: Adesanya vs. Romero, UFC Fight Night: Shevchenko vs. Carmouche 2","Red, Blue",SUB Arm Triangle,Men
Rodrigo Damm,13.0,9.0,170.18,70.31,180.34,Orthodox,44.0,3.5,0.36,5.61,0.57,0.44,0.16,0.8,0.3,42.0,0.0,0.0,"UFC Fight Night: Miocic vs Maldonado, UFC Fight Night: Machida vs Mousasi, UFC on FUEL TV: Nogueira vs. Werdum","Blue, Red","U-DEC, S-DEC, SUB Rear Naked Choke",Men
Rodrigo Nascimento,11.0,1.0,187.96,111.58,203.2,Orthodox,31.0,4.31,0.48,4.76,0.43,1.2,0.33,0.77,0.7,91.0,0.0,0.0,"UFC Fight Night: Almeida vs. Lewis, UFC Fight Night: Overeem vs. Harris",Red,U-DEC,Men
Rodrigo Ruas,4.0,5.0,177.8,83.91,,Orthodox,46.0,1.28,0.35,7.0,0.41,0.0,0.0,0.0,0.0,,,,,,,
Rodrigo de Lima,8.0,3.0,170.18,70.31,,Orthodox,33.0,1.29,0.33,5.5,0.32,2.66,0.36,0.0,1.3,,,,,,,
Roger Bowling,12.0,6.0,175.26,70.31,172.72,Orthodox,41.0,3.9,0.47,3.86,0.51,3.09,0.43,0.27,0.9,,,,,,CNC,
Roger Gracie,8.0,2.0,193.04,83.91,200.66,Orthodox,42.0,1.78,0.35,1.79,0.61,1.87,0.53,0.6,1.9,,,,,,,
Roger Hollett,13.0,5.0,180.34,92.99,,Orthodox,45.0,1.83,0.47,6.47,0.34,1.0,0.28,0.3,0.0,,,,,,,
Roger Huerta,23.0,9.0,175.26,70.31,177.8,Orthodox,40.0,3.64,0.36,2.33,0.56,2.13,0.46,0.52,0.5,53.0,0.0,3.0,"The Ultimate Fighter: Team Hughes vs. Team Serra Finale, UFC 74: Respect, The Ultimate Fighter: Team Pulver vs. Team Penn Finale, UFC 69: Shootout, UFC 67: All or Nothing, UFC 63: Hughes vs Penn",Red,"SUB Rear Naked Choke, KO/TKO Punches, U-DEC",Men
Roger Narvaez,8.0,3.0,190.5,83.91,,Southpaw,40.0,2.12,0.37,3.32,0.64,0.0,0.0,0.5,0.9,,,,,,S-DEC,
Roger Zapata,4.0,2.0,180.34,77.11,,Southpaw,37.0,2.6,0.51,2.13,0.36,0.0,0.0,0.81,1.4,,,,,,,
Rogerio Bontorin,16.0,4.0,165.1,56.7,170.18,Orthodox,31.0,2.63,0.52,3.27,0.5,2.9,0.6,0.51,1.0,27.0,1.0,2.0,"UFC 259: Blachowicz vs. Adesanya, UFC Fight Night: Anderson vs. Blachowicz, UFC Fight Night: Shevchenko vs. Carmouche 2","Blue, Red",KO/TKO,Men
Rogerio Nogueira,23.0,10.0,187.96,92.99,190.5,Southpaw,47.0,2.43,0.35,2.34,0.59,0.64,0.44,0.62,0.8,6.0,0.0,0.0,"UFC 237: Namajunas vs. Andrade, UFC 198: Werdum vs Miocic, UFC 119: Mir vs Cro Cop, UFC 106: Ortiz vs Griffin 2","Blue, Red","KO/TKO Punch, KO/TKO Punches, U-DEC, S-DEC",Men
Roland Delorme,9.0,5.0,175.26,61.23,180.34,Orthodox,40.0,2.28,0.44,4.32,0.4,2.51,0.34,0.42,1.6,1.0,0.0,0.0,"UFC Fight Night: Bisping vs Le, UFC 174: Johnson vs Bagautinov, UFC 165: Jones vs Gustafsson, UFC 161: Evans vs Henderson, UFC on FOX: Diaz vs Miller, The Ultimate Fighter: Team Bisping vs Team Miller Finale","Blue, Red","U-DEC, Overturned Punch, SUB Rear Naked Choke",Men
Rolando Bedoya,14.0,3.0,180.34,77.11,187.96,Orthodox,27.0,8.7,0.55,6.83,0.52,0.0,0.0,0.0,0.0,,,,,,,
Rolando Delgado,11.0,6.0,190.5,70.31,195.58,Orthodox,42.0,1.56,0.4,1.83,0.62,1.17,0.22,0.0,3.5,44.0,1.0,3.0,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,Red,SUB Guillotine Choke,Men
Rolando Dy,9.0,7.0,172.72,65.77,175.26,Orthodox,33.0,3.04,0.37,4.47,0.52,0.3,0.2,0.68,0.0,58.0,0.0,0.0,UFC Fight Night: Cowboy vs. Edwards,Blue,U-DEC,Men
Roldan Sangcha'an,4.0,2.0,162.56,56.7,,Orthodox,33.0,2.71,0.46,2.15,0.51,1.94,0.6,0.68,0.0,32.0,2.0,0.0,UFC Fight Night: Edgar vs Faber,Blue,,Men
Rolles Gracie,8.0,4.0,193.04,109.77,,Orthodox,45.0,2.3,0.32,3.38,0.55,2.3,0.1,0.0,0.0,,,,,,,
Roman Bogatov,10.0,1.0,172.72,70.31,185.42,Orthodox,33.0,3.33,0.42,4.4,0.44,1.0,0.09,0.5,0.0,,,,,,,
Roman Dolidze,12.0,3.0,187.96,83.91,193.04,Orthodox,35.0,2.62,0.39,3.36,0.51,1.3,0.4,0.33,1.3,59.0,0.0,0.0,"UFC Fight Night: Dolidze vs. Imavov, UFC Fight Night: Kattar vs. Emmett, UFC Fight Night: Rozenstruik vs. Sakai, UFC Fight Night: Hermansson vs. Vettori, UFC Fight Night: Figueiredo vs. Benavidez 2","Blue, Red",KO/TKO Punches,Men
Roman Kopylov,12.0,3.0,182.88,83.91,190.5,Southpaw,32.0,4.66,0.54,4.1,0.6,0.42,0.5,0.87,0.0,54.0,0.0,0.0,"UFC Fight Night: Grasso vs. Shevchenko 2, UFC 291: Poirier vs. Gaethje 2, UFC Fight Night: Zabit vs. Kattar","Red, Blue","KO/TKO Punch, KO/TKO Kick",Men
Roman Mitichyan,8.0,3.0,177.8,77.11,,Orthodox,45.0,0.26,0.16,2.7,0.43,1.93,1.0,0.25,1.9,0.0,1.0,1.0,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,Red,SUB Ankle Lock,Men
Roman Salazar,10.0,6.0,170.18,61.23,,Orthodox,36.0,1.95,0.39,2.89,0.57,1.77,0.18,0.5,0.0,,,,,,CNC,
Romie Aram,7.0,1.0,177.8,77.11,,Orthodox,46.0,1.8,0.35,2.83,0.5,2.5,0.62,0.83,0.0,,,,,,,
Ron Stallings,14.0,8.0,187.96,77.11,190.5,Southpaw,41.0,3.22,0.6,3.26,0.51,0.0,0.0,0.71,0.0,87.0,0.0,0.0,UFC Fight Night: Mendes vs Lamas,Red,U-DEC,Men
Ron Waterman,16.0,6.0,187.96,127.01,,Orthodox,58.0,0.84,0.5,1.37,0.42,4.19,0.69,0.5,2.8,142.0,3.0,1.0,"UFC 25: Ultimate Japan 3, UFC 20: Battle for the Gold",Red,"U-DEC, KO/TKO Punches",Men
Ronald Jhun,24.0,26.0,180.34,77.11,,Orthodox,53.0,1.45,0.57,3.01,0.5,1.81,1.0,1.0,0.0,,,,,,,
Ronaldo Rodriguez,17.0,2.0,167.64,56.7,165.1,Orthodox,24.0,2.0,0.41,3.56,0.47,1.2,0.5,0.63,1.8,50.0,0.0,1.0,UFC Fight Night: Moreno vs. Royval 2,Red,,Men
Ronda Rousey,12.0,2.0,170.18,61.23,167.64,Orthodox,37.0,4.17,0.52,4.14,0.44,6.26,0.68,0.5,4.8,21.0,0.0,0.0,"UFC 193: Rousey vs Holm, UFC 190: Rousey vs Correia, UFC 184: Rousey vs Zingano, UFC 175: Weidman vs Machida, UFC 170: Rousey vs McMann, UFC 168: Weidman vs Silva 2, UFC 157: Rousey vs Carmouche","Blue, Red","KO/TKO Punch, SUB Armbar, KO/TKO Punches, KO/TKO Knee",Women
Rongzhu,25.0,5.0,175.26,70.31,182.88,Orthodox,24.0,5.47,0.5,5.6,0.45,2.09,0.62,0.85,0.2,49.0,1.0,0.0,"UFC Fight Night: Makhachev vs. Green, UFC Fight Night: Smith vs. Spann","Blue, Red",KO/TKO Punches,Men
Ronnie Lawrence,8.0,2.0,172.72,61.23,172.72,Switch,31.0,2.78,0.56,1.75,0.52,6.75,0.77,0.45,0.2,16.0,1.0,0.0,UFC Fight Night: Dos Anjos vs. Fiziev,Blue,"U-DEC, KO/TKO Punches",Men
Ronny Markes,17.0,5.0,185.42,83.91,190.5,Orthodox,35.0,2.17,0.53,2.43,0.45,3.13,0.4,1.0,0.5,0.0,0.0,0.0,"UFC Fight Night: Shogun vs Henderson 2, UFC Fight Night: Fight for the Troops 3, UFC on FX: Belfort vs Bisping, UFC Live: Hardy vs Lytle","Blue, Red","U-DEC, S-DEC",Men
Rony Jason,14.0,7.0,170.18,65.77,185.42,Orthodox,40.0,2.04,0.44,3.14,0.53,0.59,0.3,0.36,0.8,95.0,0.0,0.0,"UFC Fight Night: Belfort vs. Gastelum, UFC Fight Night: Miocic vs Maldonado, UFC Fight Night: Shogun vs Henderson 2, UFC Fight Night: Belfort vs Henderson 2, UFC on FUEL TV: Nogueira vs. Werdum, UFC 153: Silva vs Bonnar","Blue, Red","Overturned Triangle Choke, SUB Triangle Choke, KO/TKO Punch, U-DEC",Men
Ronys Torres,35.0,5.0,170.18,70.31,,Orthodox,48.0,0.87,0.26,1.93,0.57,4.0,0.47,0.16,0.5,,,,,,,
Roosevelt Roberts,12.0,5.0,187.96,70.31,185.42,Orthodox,30.0,3.05,0.44,3.12,0.52,1.39,0.29,0.52,0.9,65.0,0.0,0.0,"UFC Fight Night: Cannonier vs. Gastelum, UFC Fight Night: Woodley vs. Burns, UFC Fight Night: Ngannou vs. Dos Santos, UFC Fight Night: Jacare vs. Hermansson, The Ultimate Fighter: Heavy Hitters Finale","Blue, Red","Overturned Guillotine Choke, SUB Guillotine Choke",Men
Roque Martinez,15.0,8.0,177.8,113.4,182.88,Orthodox,38.0,3.28,0.53,4.9,0.56,0.38,0.5,0.53,0.4,,,,,,,
Rory MacDonald,19.0,4.0,182.88,77.11,193.04,Orthodox,34.0,3.75,0.42,2.8,0.62,1.77,0.47,0.88,0.4,62.0,0.0,0.0,"UFC Fight Night: MacDonald vs Thompson, UFC Fight Night: MacDonald vs Saffiedine, UFC 174: Johnson vs Bagautinov, UFC 170: Rousey vs McMann, UFC 167: St-Pierre vs Hendricks, UFC on FOX: Johnson vs Moraga, UFC 145: Jones vs Evans, UFC 133: Evans vs Ortiz 2, UFC Fight Night: Maynard vs Diaz","Blue, Red","KO/TKO Punch, U-DEC, KO/TKO Punches",Men
Rory Markham,17.0,6.0,182.88,77.11,180.34,Orthodox,42.0,1.98,0.21,10.27,0.45,0.0,0.0,0.0,0.0,6.0,0.0,0.0,UFC: Silva vs Irvin,Red,KO/TKO Kick,Men
Rory Singer,11.0,9.0,187.96,83.91,195.58,Orthodox,47.0,2.55,0.39,2.42,0.63,0.39,0.25,0.64,0.8,57.0,0.0,0.0,"Ortiz vs Shamrock 3: The Final Chapter, The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale",Red,"U-DEC, SUB Triangle Choke",Men
Rose Namajunas,13.0,6.0,165.1,56.7,165.1,Orthodox,31.0,3.69,0.41,3.51,0.63,1.38,0.47,0.59,0.5,38.0,1.0,0.0,"UFC 274: Oliveira vs. Gaethje, UFC 268: Usman vs. Covington 2, UFC 237: Namajunas vs. Andrade, UFC 223: Khabib vs. Iaquinta, UFC on FOX: Johnson vs. Reis, UFC 201: Lawler vs. Woodley, UFC on FOX: Teixeira vs Evans, UFC Fight Night: Namajunas vs. VanZant, UFC 192: Cormier vs Gustafsson","Blue, Red","S-DEC, KO/TKO Kick, U-DEC, KO/TKO Punch, SUB Rear Naked Choke",Women
Rosi Sexton,13.0,5.0,160.02,61.23,,Orthodox,46.0,3.31,0.39,7.42,0.41,0.75,0.1,0.8,0.0,111.0,1.0,0.0,UFC Fight Night: Machida vs Munoz,Blue,,Women
Ross Pearson,20.0,16.0,172.72,70.31,175.26,Orthodox,39.0,3.68,0.4,4.09,0.62,0.74,0.35,0.75,0.0,12.0,0.0,0.0,"UFC Fight Night: Barboza vs. Gaethje, UFC 221: Romero vs. Rockhold, UFC Fight Night: Mousasi vs. Hall 2, UFC 201: Lawler vs. Woodley, The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale, UFC Fight Night: Hunt vs Mir, UFC Fight Night: Dillashaw vs Cruz, UFC 191: Johnson vs Dodson 2, UFC Fight Night: Bisping vs Leites, UFC 185: Pettis vs Dos Anjos, UFC Fight Night: Rockhold vs Bisping, UFC on FX: Maynard vs Guida, UFC 141: Lesnar vs Overeem, UFC 134: Silva vs Okami, UFC 127: Penn vs Fitch, UFC Fight Night: Florian vs Gomi, UFC 105: Couture vs Vera, The Ultimate Fighter: United States vs. United Kingdom Finale","Blue, Red","U-DEC, S-DEC, KO/TKO Punch, KO/TKO Punches, KO/TKO",Men
Ross Pointon,6.0,17.0,172.72,77.11,,Orthodox,44.0,2.62,0.23,2.77,0.58,1.19,1.0,0.0,0.0,,,,,,,
Rostem Akman,6.0,2.0,177.8,77.11,182.88,Switch,32.0,1.8,0.25,3.97,0.57,1.0,0.4,0.87,0.0,40.0,2.0,0.0,UFC Fight Night: Gustafsson vs. Smith,Blue,,Men
Rousimar Palhares,19.0,8.0,172.72,77.11,180.34,Orthodox,44.0,1.75,0.51,2.04,0.59,3.93,0.45,0.0,4.1,0.0,0.0,2.0,"UFC Fight Night: Maia vs Shields, UFC on FOX: Diaz vs Miller, UFC 142: Aldo vs Mendes, UFC 134: Silva vs Okami, UFC 111: St-Pierre vs Hardy, UFC 107: Penn vs Sanchez, UFC 93: Franklin vs Henderson, UFC 84: Ill Will","Red, Blue","SUB Heel Hook, U-DEC, SUB Kneebar, SUB Armbar",Men
Roxanne Modafferi,25.0,21.0,170.18,56.7,175.26,Orthodox,41.0,3.35,0.3,5.7,0.51,1.35,0.23,0.3,0.1,148.0,2.0,0.0,"UFC 271: Adesanya vs. Whittaker 2, UFC 266: Volkanovski vs. Ortega, UFC Fight Night: Chiesa vs. Magny, UFC Fight Night: Waterson vs. Hill, UFC Fight Night: Blaydes vs. Volkov, UFC 246: McGregor vs. Cowboy, UFC Fight Night: Dos Anjos vs. Edwards, UFC Fight Night: Overeem vs. Oleinik, The Ultimate Fighter: Undefeated Finale, The Ultimate Fighter: Team Rousey vs. Team Tate Finale","Blue, Red","U-DEC, KO/TKO Elbows",Women
Roy Nelson,22.0,14.0,182.88,119.29,185.42,Orthodox,47.0,2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1,38.0,0.0,0.0,"UFC Fight Night: Cyborg vs. Lansberg, UFC Fight Night: Dos Anjos vs. Alvarez, UFC Fight Night: Hendricks vs Thompson, UFC 185: Pettis vs Dos Anjos, UFC 161: Evans vs Henderson, UFC 159: Jones vs Sonnen, The Ultimate Fighter: Team Carwin vs. Team Nelson Finale, UFC 146: Dos Santos vs Mir, UFC 143: Diaz vs Condit, UFC 117: Silva vs Sonnen, UFC Fight Night: Florian vs Gomi, The Ultimate Fighter: Heavyweights Finale","Red, Blue","KO/TKO Punch, KO/TKO Punches",Men
Royce Alger,3.0,2.0,177.8,90.26,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Royce Gracie,15.0,2.0,185.42,79.38,,Southpaw,57.0,0.88,0.41,1.13,0.37,0.0,0.0,0.66,0.8,80.0,0.0,3.0,"UFC 4: Revenge of the Warriors, UFC 3: The American Dream, UFC 2: No Way Out",Red,"SUB Armbar, KO/TKO Punches",Men
Royston Wee,4.0,1.0,170.18,61.23,170.18,Orthodox,37.0,1.1,0.6,2.45,0.49,3.38,0.81,0.0,0.0,84.0,6.0,0.0,UFC Fight Night: Saffiedine vs Lim,Red,S-DEC,Men
